date,rate
2003-10-31,1.3169000148773193
2003-11-30,1.2979999780654907
2003-12-31,1.2971999645233154
2004-01-31,1.3250000476837158
2004-02-29,1.3343000411987305
2004-03-31,1.3095999956130981
2004-04-30,1.3708000183105469
2004-05-31,1.3624999523162842
2004-06-30,1.333299994468689
2004-07-31,1.3305000066757202
2004-08-31,1.312399983406067
2004-09-30,1.2615000009536743
2004-10-31,1.2178000211715698
2004-11-30,1.1877000331878662
2004-12-31,1.2010999917984009
2005-01-31,1.2402000427246094
2005-02-28,1.2343000173568726
2005-03-31,1.2095999717712402
2005-04-30,1.2613999843597412
2005-05-31,1.2537000179290771
2005-06-30,1.2246999740600586
2005-07-31,1.2231999635696411
2005-08-31,1.188599944114685
2005-09-30,1.1627999544143677
2005-10-31,1.1821000576019287
2005-11-30,1.166100025177002
2005-12-31,1.1613999605178833
2006-01-31,1.138700008392334
2006-02-28,1.1368999481201172
2006-03-31,1.1674000024795532
2006-04-30,1.1174999475479126
2006-05-31,1.1009000539779663
2006-06-30,1.1146999597549438
2006-07-31,1.1305999755859375
2006-08-31,1.1043000221252441
2006-09-30,1.1168999671936035
2006-10-31,1.1217000484466553
2006-11-30,1.141700029373169
2006-12-31,1.1655999422073364
2007-01-31,1.1751999855041504
2007-02-28,1.1700999736785889
2007-03-31,1.1535999774932861
2007-04-30,1.1095999479293823
2007-05-31,1.070099949836731
2007-06-30,1.0644999742507935
2007-07-31,1.0667999982833862
2007-08-31,1.0561000108718872
2007-09-30,0.9927999973297119
2007-10-31,0.9466999769210815
2007-11-30,1.0003999471664429
2007-12-31,0.9976000189781189
2008-01-31,1.0012999773025513
2008-02-29,0.9869999885559082
2008-03-31,1.0253000259399414
2008-04-30,1.0080000162124634
2008-05-31,0.9937000274658203
2008-06-30,1.0192999839782715
2008-07-31,1.0232000350952148
2008-08-31,1.0622999668121338
2008-09-30,1.0633000135421753
2008-10-31,1.205199956893921
2008-11-30,1.2418999671936035
2008-12-31,1.21589994430542
2009-01-31,1.2359000444412231
2009-02-28,1.2702000141143799
2009-03-31,1.2619999647140503
2009-04-30,1.1937999725341797
2009-05-31,1.090000033378601
2009-06-30,1.1620999574661255
2009-07-31,1.0785000324249268
2009-08-31,1.093999981880188
2009-09-30,1.06850004196167
2009-10-31,1.0799000263214111
2009-11-30,1.0537999868392944
2009-12-31,1.0521999597549438
2010-01-31,1.0679999589920044
2010-02-28,1.0507999658584595
2010-03-31,1.0155999660491943
2010-04-30,1.0180000066757202
2010-05-31,1.0430999994277954
2010-06-30,1.062600016593933
2010-07-31,1.0292999744415283
2010-08-31,1.0599900484085083
2010-09-30,1.0318000316619873
2010-10-31,1.0280400514602661
2010-11-30,1.0192999839782715
2010-12-31,0.9995999932289124
2011-01-31,1.0023000240325928
2011-02-28,0.9775999784469604
2011-03-31,0.9714999794960022
2011-04-30,0.9502000212669373
2011-05-31,0.9766600131988525
2011-06-30,0.9674000144004822
2011-07-31,0.9495999813079834
2011-08-31,0.978600025177002
2011-09-30,1.0372999906539917
2011-10-31,0.9937000274658203
2011-11-30,1.0321199893951416
2011-12-31,1.020300030708313
2012-01-31,1.0024000406265259
2012-02-29,0.9937000274658203
2012-03-31,0.9977049827575684
2012-04-30,0.98089998960495
2012-05-31,1.0300999879837036
2012-06-30,1.017096996307373
2012-07-31,1.0013500452041626
2012-08-31,0.9926000237464905
2012-09-30,0.9842519760131836
2012-10-31,0.9995099902153015
2012-11-30,0.9929999709129333
2012-12-31,0.9944000244140625
2013-01-31,1.0022000074386597
2013-02-28,1.0234500169754028
2013-03-31,1.0174490213394165
2013-04-30,1.0117000341415405
2013-05-31,1.0302000045776367
2013-06-30,1.0521550178527832
2013-07-31,1.0301200151443481
2013-08-31,1.0541960000991821
2013-09-30,1.0312000513076782
2013-10-31,1.0477999448776245
2013-11-30,1.061684012413025
2013-12-31,1.0644999742507935
2014-01-31,1.11558997631073
2014-02-28,1.1123000383377075
2014-03-31,1.1050000190734863
2014-04-30,1.0951999425888062
2014-05-31,1.0850809812545776
2014-06-30,1.0665500164031982
2014-07-31,1.0907000303268433
2014-08-31,1.0873349905014038
2014-09-30,1.1159600019454956
2014-10-31,1.1194000244140625
2014-11-30,1.1454360485076904
2014-12-31,1.16048002243042
2015-01-31,1.2730740308761597
2015-02-28,1.2511730194091797
2015-03-31,1.2673300504684448
2015-04-30,1.2018400430679321
2015-05-31,1.2425099611282349
2015-06-30,1.241189956665039
2015-07-31,1.3005599975585938
2015-08-31,1.323799967765808
2015-09-30,1.3418999910354614
2015-10-31,1.3074970245361328
2015-11-30,1.3366999626159668
2015-12-31,1.3871999979019165
2016-01-31,1.3977609872817993
2016-02-29,1.354699969291687
2016-03-31,1.297659993171692
2016-04-30,1.2553819417953491
2016-05-31,1.3037999868392944
2016-06-30,1.293429970741272
2016-07-31,1.3061989545822144
2016-08-31,1.3086700439453125
2016-09-30,1.315269947052002
2016-10-31,1.3401999473571777
2016-11-30,1.3431199789047241
2016-12-31,1.3441040515899658
2017-01-31,1.310230016708374
2017-02-28,1.3186899423599243
2017-03-31,1.3332500457763672
2017-04-30,1.3645730018615723
2017-05-31,1.3470200300216675
2017-06-30,1.2992600202560425
